,duration,actor_2_name,genres,actor_1_name,actor_3_name,plot_keywords,budget,success_label,director_name,movie_title
1945,136.0,Milla Jovovich,Drama|Sport,Denzel Washington,Rosario Dawson,basketball|basketball player|female nudity|porn actor in mainstream movie|prison,25000000.0,1,Spike Lee,He Got Game 
1466,108.0,Callum Rennie,Drama|Mystery|Sci-Fi|Thriller,Mitch Pileggi,Nicki Aycox,fbi|priest|psychic|psychic vision|staff physician,30000000.0,0,Chris Carter,The X Files: I Want to Believe 
2779,107.0,Klaus Maria Brandauer,Adventure|Drama,Seymour Cassel,Susan Hogan,alaska|dog|friendship|gold|yukon,14000000.0,1,Randal Kleiser,White Fang 
3326,122.0,Gyton Grantley,Drama|History|War,Harrison Gilbertson,Steve Le Marquand,blue clay|diversion|ends with biographical notes|ends with historical notes|tunnel,9000000.0,1,Jeremy Sims,Beneath Hill 60 
3201,97.0,Maria Dizzia,Comedy|Drama,Naomi Watts,Dree Hemingway,documentary filmmaker|documentary filmmaking|father in law|generation z|hipster,10000000.0,0,Noah Baumbach,While We're Young 
4444,102.0,Jake Busey,Comedy|Drama|Family,Brighton Sharbino,Tim Guinee,adolescence|girl next door|growing vegetables|high standards|sent away,2000000.0,1,Frank Lotito,Growing Up Smith 
3225,86.0,Danny Dyer,Action|Comedy|Drama,Minnie Driver,Mary McCormack,attempted murder|blackmail|diver's watch|nurse|satire,10000000.0,0,Mel Smith,High Heels and Low Lifes 
620,98.0,Chris Klein,Action|Sci-Fi|Sport,LL Cool J,Andrew Bryniarski,ball|blood|skating|song|year 2005,70000000.0,0,John McTiernan,Rollerball 
216,135.0,Scott Glenn,Action|Adventure|Thriller,Jeremy Renner,Stacy Keach,assassin|cia|drone|pill|wolf,125000000.0,1,Tony Gilroy,The Bourne Legacy 
1832,91.0,Adhir Kalyan,Action|Comedy|Crime,Erick Avari,Allen Covert,cell phone|hostage|mall|security guard|text messaging,26000000.0,0,Steve Carr,Paul Blart: Mall Cop 
427,86.0,Linda Cardellini,Adventure|Comedy|Mystery,Sarah Michelle Gellar,Miguel A. Núñez Jr.,amusement park|island|motorcycle|scooby doo|tough girl,84000000.0,0,Raja Gosnell,Scooby-Doo 
2172,117.0,Zane Holtz,Adventure|Comedy|Drama|Family|Mystery,Tim Blake Nelson,Ski Carr,bad luck|camp|curse|digging|hole,20000000.0,1,Andrew Davis,Holes 
349,115.0,Craig T. Nelson,Action|Adventure|Animation|Family,Holly Hunter,Lou Romano,hero|island|lawsuit|secret|superhero,92000000.0,1,Brad Bird,The Incredibles 
1929,144.0,Lili Taylor,Crime|Drama|Thriller,Mila Kunis,Billy Crudup,1970s|flashback|love|money|murder,25500000.0,0,Guillaume Canet,Blood Ties 
2450,111.0,Kate Winslet,Drama,J.K. Simmons,Brooke Smith,baseball|baseball practice|escaped convict|neighbor|tied to a chair,18000000.0,1,Jason Reitman,Labor Day 
4171,140.0,Denholm Elliott,Drama|Romance,Rupert Graves,Simon Callow,homosexuality|love|male full frontal nudity|male rear nudity|one word title,2600000.0,1,James Ivory,Maurice 
41,106.0,Thomas Kretschmann,Adventure|Animation|Comedy|Family|Sport,Joe Mantegna,Eddie Izzard,best friend|car race|conspiracy|gadget car|spy,200000000.0,0,John Lasseter,Cars 2 
977,118.0,Jon Favreau,Comedy|Sport,Keanu Reeves,Faizon Love,coach|football player|misfits|strike|sumo wrestler,50000000.0,0,Howard Deutch,The Replacements 
838,108.0,Blythe Danner,Comedy,Robert De Niro,Teri Polo,cat|cia|jewish|male nurse|nurse,55000000.0,1,Jay Roach,Meet the Parents 
3381,97.0,Frances Conroy,Comedy|Romance,J.K. Simmons,Harry Connick Jr.,love|manufacturing|minnesota|plant|small town,8000000.0,0,Jonas Elmer,New in Town 
546,142.0,Tom Skerritt,Action|Drama|Thriller|War,Bruce Willis,Cole Hauser,dictator|doctor|jungle|rebel|refugee,70000000.0,0,Antoine Fuqua,Tears of the Sun 
709,117.0,Michael Fassbender,Action|Drama|Fantasy|War,Gerard Butler,Vincent Regan,battle|epic|greece|spartan|warrior,65000000.0,1,Zack Snyder,300 
4619,83.0,Shanley Caswell,Horror,Maureen McCormick,Tim Abell,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole,1000000.0,0,David DeCoteau,Snow White: A Deadly Summer 
31,135.0,James Franco,Action|Adventure|Fantasy|Romance,J.K. Simmons,Kirsten Dunst,death|doctor|scientist|super villain|tentacle,200000000.0,1,Sam Raimi,Spider-Man 2 
4431,98.0,Jim O'Heir,Comedy,Jay Mohr,David Alan Grier,girl in panties|panties|red panties|stand up comedy,1500000.0,0,Adam Carolla,Road Hard 
2280,102.0,Dequina Moore,Comedy|Drama|Fantasy|Romance,Aasif Mandvi,Jordan Carlos,bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose,20000000.0,1,David Koepp,Ghost Town 
4488,89.0,Vera Wilson,Comedy|Drama,Ximena Ayala,José Manuel Orozco Angulo,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket,1300000.0,1,Claudia Sainte-Luce,The Amazing Catfish 
218,110.0,T.J. Thyne,Comedy|Family|Fantasy,Clint Howard,Molly Shannon,box office hit|christmas|materialism|public humiliation|snowflake,123000000.0,0,Ron Howard,How the Grinch Stole Christmas 
3595,109.0,John D'Leo,Drama|Sport,Mark Margolis,Ajay Naidu,heart attack|stripper|supermarket|wrestler|wrestling,6000000.0,1,Darren Aronofsky,The Wrestler 
4380,88.0,Gordon Jump,Action|Sci-Fi,Roddy McDowall,John Randolph,ape|future|intelligence|revolution|slave revolt,1700000.0,0,J. Lee Thompson,Conquest of the Planet of the Apes 
2224,105.0,James Wolk,Comedy|Family|Romance,Jamie Lee Curtis,Christine Lakin,dancing|dog|flight|hostility|travel,20000000.0,0,Andy Fickman,You Again 
596,109.0,Colin Salmon,Action|Horror|Sci-Fi|Thriller,Sanaa Lathan,Raoul Bova,alien|antarctica|predator|pyramid|satellite,60000000.0,0,Paul W.S. Anderson,AVP: Alien vs. Predator 
4872,101.0,Luke Mably,Mystery|Thriller,Colin Salmon,Pollyanna McIntosh,band aid|hairpin|one day|single set production|unsubtitled foreign language,,1,Stuart Hazeldine,Exam 
1443,112.0,Steve Howey,Comedy|Drama|Romance,Ashley Williams,Kirsten Day,best friend|crush|law school|lawyer|loud sex,35000000.0,0,Luke Greenfield,Something Borrowed 
4277,116.0,Christian Bale,Action|Crime|Drama|Thriller,J.K. Simmons,Noel Gugliemi,blood splatter|friend|lapd|mexican|violence,2000000.0,1,David Ayer,Harsh Times 
2059,106.0,Taron Egerton,Biography|Comedy|Drama|Sport,Hugh Jackman,Tim McInnerny,1988 winter olympics|coach|ski jumper|winter|winter olympics,23000000.0,1,Dexter Fletcher,Eddie the Eagle 
2917,130.0,Robert Shaw,Adventure|Drama|Thriller,Roy Scheider,Murray Hamilton,beach|blockbuster|fishing|great white shark|shark,8000000.0,1,Steven Spielberg,Jaws 
2697,107.0,RZA,Action,Rick Yune,Daniel Wu,blacksmith|box office flop|chop socky|critically bashed|village,15000000.0,0,RZA,The Man with the Iron Fists 
1886,99.0,Tika Sumpter,Action|Comedy|Crime|Romance,Bruce McGill,Bryan Callen,gunfight|outrunning explosion|police|security guard|street shootout,25000000.0,0,Tim Story,Ride Along 
1059,132.0,Adam Garcia,Biography|Comedy|Drama,Rosie Perez,Alissa Dean,boy|college|heroin|working class|writer,48000000.0,0,Penny Marshall,Riding in Cars with Boys 
3858,98.0,Shirley Henderson,Comedy|Drama,Rich Pecci,Charlotte Rampling,forgiveness|ghost|new jersey|pedophile|three sisters,,0,Todd Solondz,Life During Wartime 
4104,102.0,Haley Joel Osment,Comedy|Drama|Horror,Johnny Depp,Michael Parks,canada|human becoming an animal|mad scientist|part of trilogy|walrus,3000000.0,0,Kevin Smith,Tusk 
1474,99.0,Portia de Rossi,Comedy|Horror,Shannon Elizabeth,Derek Mears,creature|death|party|rescue|werewolf,35000000.0,0,Wes Craven,Cursed 
1136,91.0,Larry Miller,Action|Animation|Comedy|Family|Fantasy,Jerry Stiller,Harvey Fierstein,femme fatale|food|pun|supermarket|troubled production,65000000.0,0,Lawrence Kasanoff,Foodfight! 
2096,115.0,James Frain,Biography|Drama|Romance,Anthony Hopkins,Julian Fellowes,author|book|england|friend|oxford,22000000.0,1,Richard Attenborough,Shadowlands 
1450,101.0,Hiam Abbass,Drama|Family|Fantasy,Keisha Castle-Hughes,Shaun Toub,angel|bethlehem|journey|nazareth|virgin,30000000.0,1,Catherine Hardwicke,The Nativity Story 
3818,97.0,Michael Dudikoff,Action|Horror,Mikal Vega,Ed Quinn,building|infection|navy seal|shot through the head|zombie,,0,Stanton Barrett,Navy Seals vs. Zombies 
895,170.0,Joe Mantegna,Crime|Drama,Al Pacino,Bridget Fonda,1970s|family relationships|mob hit|opera|repeating history,54000000.0,1,Francis Ford Coppola,The Godfather: Part III 
3297,114.0,David Zayas,Comedy|Drama,Philip Seymour Hoffman,Gbenga Akinnagbe,arizona|dementia|married man|sun city arizona|writing,,1,Tamara Jenkins,The Savages 
3906,165.0,Lorelei Linklater,Drama,Ellar Coltrane,Libby Villari,12 year time span|coming of age|domestic abuse|growing up|separated parents,4000000.0,1,Richard Linklater,Boyhood 
3443,105.0,Chi McBride,Crime|Drama|Mystery|Thriller,Jason Patric,Alan Van Sprang,blood splatter|cover up|murder|police shootout|undercover,7500000.0,1,Joe Carnahan,Narc 
2558,121.0,Joe Cornish,Action|Comedy|Mystery,Bill Bailey,Billie Whitelaw,accident|conspiracy|police|police officer|village,8000000.0,1,Edgar Wright,Hot Fuzz 
4328,92.0,Everett Sloane,Crime|Drama|Film-Noir|Mystery|Thriller,Rita Hayworth,Ted de Corsia,law partner|murder|partner|seaman|yacht,2300000.0,1,Orson Welles,The Lady from Shanghai 
1077,93.0,Brendan Fraser,Action|Adventure|Family|Fantasy|Sci-Fi,Josh Hutcherson,Anita Briem,cave|lost world|missing brother|mountain|venus flytrap,45000000.0,0,Eric Brevig,Journey to the Center of the Earth 
3950,98.0,Michael Cerveris,Drama|Horror|Sci-Fi,Connor Paolo,Nick Damici,canada|post apocalypse|road movie|vampire|vampire hunter,650000.0,0,Jim Mickle,Stake Land 
40,125.0,Olivia Wilde,Action|Adventure|Sci-Fi,Jeff Bridges,James Frain,arcade|bridge|disappearance|escape|warrior,170000000.0,1,Joseph Kosinski,TRON: Legacy 
380,129.0,Morgan Freeman,Action|Adventure|Comedy|Crime|Mystery|Thriller,Daniel Radcliffe,Sanaa Lathan,card trick|london england|magician|rain machine|rooftop,90000000.0,1,Jon M. Chu,Now You See Me 2 
911,141.0,Tom Hanks,Biography|Crime|Drama,Leonardo DiCaprio,Jennifer Garner,attorney|cat and mouse|fbi|pan am|pilot,52000000.0,1,Steven Spielberg,Catch Me If You Can 
2881,91.0,Ryan O'Neal,Comedy|Crime|Drama,Chazz Palminteri,Paul Mazursky,bathroom|bathtub|female protagonist|flashback|kitchen,13000000.0,0,Paul Mazursky,Faithful 
1924,101.0,Tom Arnold,Action|Crime|Drama|Thriller,Jet Li,DMX,camera shot from inside human body|diamond|evil man|heist|terrorism,30000000.0,0,Andrzej Bartkowiak,Cradle 2 the Grave 
295,115.0,James Coburn,Action|Drama|Mystery|Thriller,Vanessa Williams,Roma Maffia,assassination attempt|corporate crime|rogue agent|witness|witness protection program,100000000.0,0,Chuck Russell,Eraser 
336,105.0,Derek Jacobi,Drama|Family|Fantasy|Romance,Hayley Atwell,Lily James,dress|duke|fairy godmother|fairy tale|pumpkin,95000000.0,1,Kenneth Branagh,Cinderella 
3728,104.0,Monica Calhoun,Comedy|Drama,Bernie Mac,Chrystale Wilson,catfight|dominatrix|rape|spanking|stripper,4500000.0,0,Ice Cube,The Players Club 
980,89.0,Alycia Debnam-Carey,Action|Thriller,Matt Walsh,Scott Lawrence,danger|graduation|storm|teenage boy|tornado,50000000.0,0,Steven Quale,Into the Storm 
4016,96.0,Kevin Pollak,Horror|Thriller,Teri Polo,Jere Burns,death|forensic|murder|profiler|serial killer,3500000.0,0,Charles Adelman,2:13 
4270,100.0,Shelley Waggener,Drama,Jennifer Lawrence,Lauren Sweetser,bail|crystal meth|family relationships|female protagonist|search for father,2000000.0,1,Debra Granik,Winter's Bone 
3362,89.0,Frances Lee McCain,Adventure|Drama,Marshall Bell,Casey Siemaszko,friendship|summertime|treehouse|walking on train tracks|woods,8000000.0,1,Rob Reiner,Stand by Me 
1649,107.0,Stephen Boss,Drama|Music|Romance,Alyson Stoner,Facundo Lombard,dance|dance crew|dancer|mortgage|new york city,30000000.0,0,Jon M. Chu,Step Up 3D 
2188,77.0,John Fiedler,Animation|Comedy|Drama|Family|Musical,Kath Soucie,Ken Sansom,cartoon tiger|coming of age|tiger|tigger|title directed by female,30000000.0,0,Jun Falkenstein,The Tigger Movie 
1971,101.0,Steve Railsback,Action|Horror|Sci-Fi|Thriller,Frank Finlay,Peter Firth,alien|halleys comet|life force|space vampire|vampire,25000000.0,0,Tobe Hooper,Lifeforce 
905,123.0,Benedict Cumberbatch,Biography|Crime|Drama,Johnny Depp,Adam Scott,based on true story|boston massachusetts|fbi agent|gangster|true crime,53000000.0,1,Scott Cooper,Black Mass 
1964,101.0,Zach Grenier,Action|Crime|Mystery|Romance|Thriller,Natasha Henstridge,Paul Ben-Victor,fbi|fbi agent|mafia|russian mafia|twin,25000000.0,0,Ringo Lam,Maximum Risk 
4419,99.0,Salvator Xuereb,Crime|Drama|Thriller,Eric Stoltz,Jean-Hugues Anglade,bank|bastille day|call girl|childhood friend|drugs,1500000.0,0,Roger Avary,Killing Zoe 
2910,90.0,David Costabile,Comedy|Drama|Romance,Jenna Fischer,Richard Schiff,aging|hdtv|high definition television|love|marriage,15000000.0,0,Brian Koppelman,Solitary Man 
4599,82.0,James Gunn,Action|Comedy|Fantasy|Sci-Fi,Judy Greer,Jamie Kennedy,action figure|press conference|superhero|superhero team|toy,1000000.0,0,Craig Mazin,The Specials 
2004,131.0,Sean Buchanan,Crime|Drama|Mystery|Romance,Jim Sturgess,Liya Kebede,antique|art|heiress|older man younger woman relationship|plot twist,13500000.0,1,Giuseppe Tornatore,The Best Offer 
4466,111.0,Miko Hughes,Action|Crime|Drama|Thriller,Bruce Willis,Carrie Preston,autistic child|boy|child in danger|fbi|nsa,60000000.0,0,Harold Becker,Mercury Rising 
3260,98.0,Mike Epps,Comedy,John Witherspoon,Rolando Molina,african american|flashback|marijuana joint|porn magazine|suburb,9500000.0,0,Steve Carr,Next Friday 
3520,125.0,Jimmy Smits,Drama|Romance,Naomi Watts,Carla Gallo,adoption|baby|girl|lawyer|sex,4825000.0,1,Rodrigo García,Mother and Child 
45,140.0,Paul Walker,Action|Crime|Thriller,Jason Statham,Vin Diesel,car falling off a cliff|hospital|revenge|star died before release|terrorist,190000000.0,1,James Wan,Furious 7 
1267,136.0,Charlize Theron,Comedy|Western,Liam Neeson,Seth MacFarlane,dancing sheep|fetish|musical scene|racial humor|snake poison,40000000.0,0,Seth MacFarlane,A Million Ways to Die in the West 
3241,93.0,Drew Waters,Comedy|Romance,Drew Fuller,Larry Miller,boss|business|career|confidence|female protagonist,10000000.0,0,Scott Marshall,Blonde Ambition 
4085,94.0,Kimberly Elise,Drama,Loretta Devine,Clifton Powell,abuse|bishop|death|flashback|poverty,,1,Michael Schultz,Woman Thou Art Loosed 
4953,120.0,Nate Parker,Biography|Drama,Jason Stuart,Aunjanue Ellis,,10000000.0,0,Nate Parker,The Birth of a Nation 
1486,111.0,Scott Glenn,Drama,Kevin Spacey,Jason Behr,employee employer relationship|husband wife relationship|newspaper|ship|wake,35000000.0,1,Lasse Hallström,The Shipping News 
1984,92.0,Madison Davenport,Horror|Thriller,Kyra Sedgwick,Natasha Calis,basketball coach|box|jewish|rabbi|yard sale,14000000.0,0,Ole Bornedal,The Possession 
2778,110.0,Phylicia Rashad,Comedy|Drama|Romance,Eddie Cibrian,Jamie Kennedy,businessman|fight|mean brother|narrated by character|wordplay in title,,0,Tyler Perry,Good Deeds 
4160,144.0,Sanjay Dutt,Comedy|Drama|Romance,Vidya Balan,Jimmy Shergill,love|professor of history|radio|satyagraha|unscrupulous builder,120000000.0,1,Rajkumar Hirani,Lage Raho Munna Bhai 
278,151.0,Donald Glover,Adventure|Drama|Sci-Fi,Matt Damon,Benedict Wong,astronaut|international cooperation|left for dead|nasa|space habitat,108000000.0,1,Ridley Scott,The Martian 
2619,101.0,Donald Pleasence,Horror|Thriller,Jamie Lee Curtis,P.J. Soles,halloween|masked killer|michael myers|slasher|trick or treat,300000.0,1,John Carpenter,Halloween 
1003,98.0,Harry Connick Jr.,Action|Crime|Drama|Mystery|Thriller,Connie Nielsen,Tim Daly,2000s|army|military crime|necklace yanked off|panama,50000000.0,0,John McTiernan,Basic 
2458,116.0,Colin Firth,Biography|Drama|Romance|War,Jeremy Irvine,Sam Reid,japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler,18000000.0,1,Jonathan Teplitzky,The Railway Man 
492,145.0,Jon Foster,Drama|History|Thriller,Bruce Greenwood,Bruce Thomas,blockade|crisis|cuba|missile|president,80000000.0,1,Roger Donaldson,Thirteen Days 
4770,90.0,Katherine Waterston,Mystery|Thriller,Shaun Sipos,Christopher Denham,cabin|going in circles|pac man|stranger|woods,500000.0,0,Jack Heller,Enter Nowhere 
1076,109.0,Wendy Raquel Robinson,Action|Comedy|Crime|Romance,Candice Bergen,Heather Burns,beauty pageant|fbi|female agent|pageant|undercover,45000000.0,0,Donald Petrie,Miss Congeniality 
763,116.0,Michael Wincott,Action|Horror|Sci-Fi,Gary Dourdan,Raymond Cruz,alien|blood|breeding|clone|scientist,75000000.0,0,Jean-Pierre Jeunet,Alien: Resurrection 
1560,107.0,Pat Hingle,Action|Thriller|Western,Leonardo DiCaprio,Roberts Blossom,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,32000000.0,0,Sam Raimi,The Quick and the Dead 
994,105.0,Bruce Alexander,Crime|Drama|Mystery,David Jason,John Lyons,cult tv|death|detective inspector|four word title|internal affairs,,1,,A Touch of Frost             
2692,97.0,Brian Van Holt,Crime|Thriller,Louis Lombardi,Leland Orser,con|grifter|lap dance|organized crime|shot in the forehead,15000000.0,1,James Foley,Confidence 
3478,110.0,Michael J. Burg,Biography|Crime|Drama,Philip Seymour Hoffman,Kwesi Ameyaw,book|holcomb kansas|kansas|killer|truman capote,7000000.0,1,Bennett Miller,Capote 
2405,99.0,Rachael Harris,Comedy|Family,Zachary Gordon,Fran Kranz,brother|middle school|no opening credits|photograph|school,21000000.0,0,David Bowers,Diary of a Wimpy Kid: Rodrick Rules 
3446,118.0,Brenda Strong,Drama|Romance,Eric Johnson,Tiffany Dupont,1830s|baptism|intolerance|mormon church|sibling rivalry,7500000.0,1,Russell Holt,The Work and the Glory 
130,115.0,Natalie Portman,Action|Adventure|Fantasy,Chris Hemsworth,Anthony Hopkins,battle|marvel cinematic universe|scientist|thor|throne,150000000.0,1,Kenneth Branagh,Thor 
2564,109.0,Cole Hauser,Drama,Patrick Fugit,Marc Donato,california|foster home|love|oleander|prison,16000000.0,1,Peter Kosminsky,White Oleander 
4172,86.0,Laurie Metcalf,Comedy|Sport,Joe Lo Truglio,Seymour Cassel,baseball|baseball movie|beer|slacker|softball,2800000.0,0,Frank Sebastiano,Beer League 
57,122.0,Melissa Roxburgh,Action|Adventure|Sci-Fi|Thriller,Sofia Boutella,Lydia Wilson,hatred|sequel|space opera|star trek|third part,185000000.0,1,Justin Lin,Star Trek Beyond 
4859,90.0,Nicholas Simmons,Action|Crime|Drama,Keri Maletto,Barbie Castro,,300000.0,0,Daniel Columbie,Amidst the Devil's Wings 
2135,96.0,John Aylward,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Paige Turco,Matt Hill,battle|japan|magic|samurai|turtle,17000000.0,0,Stuart Gillard,Teenage Mutant Ninja Turtles III 
1452,98.0,Julia Roberts,Drama|Romance,Natalie Portman,Colin Stinton,cheating wife|film camera|hasselblad camera|leica camera|medium format camera,27000000.0,1,Mike Nichols,Closer 
5036,84.0,John Considine,Crime|Drama,Richard Jewell,Sara Stepnicka,jewell|mongol|nostradamus|stepnicka|vallone,3250.0,1,Anthony Vallone,The Mongol King 
3964,81.0,Rachel Sterling,Horror,Kristen Quintrall,Black Thomas,motel|psychopath|psychopathic killer|road trip|vomiting,4000000.0,0,Chris Stokes,No Vacancy 
3159,108.0,Chad Allen,Adventure|Drama,Chase Ellison,Jack Guzman,death|missionary|spear|speared to death|tribe,10000000.0,1,Jim Hanon,End of the Spear 
1284,86.0,Jaleel White,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,Gary Oldman,Eric Idle,camelot|dragon|excalibur|knight|sword,40000000.0,0,Frederik Du Chau,The Magic Sword: Quest for Camelot 
4526,82.0,Claude Rains,Drama|Romance|War,Humphrey Bogart,Conrad Veidt,american expatriate|casablanca morocco|gestapo|police|visa,950000.0,1,Michael Curtiz,Casablanca 
3981,113.0,Frank Langella,Action|Mystery|Thriller,Liam Neeson,Aidan Quinn,agriculture|airport|amnesia|nurse|scientist,30000000.0,1,Jaume Collet-Serra,Unknown 
4503,85.0,Sarah Silverman,Comedy|Documentary,Robin Williams,Jonathan Winters,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,1200000.0,0,James David Pasternak,Certifiably Jonathan 
4668,94.0,Tom Guiry,Crime|Drama|Romance,Zachary Knighton,Ryan Donowho,death|farm|fur coat|grief|misfit,800000.0,1,Michael Burke,The Mudge Boy 
4083,95.0,Robert Neary,Comedy|Fantasy,John Astin,Kim Darby,falling in love|glowing eyes|insult|teenager|three word title,3000000.0,0,Christopher Leitch,Teen Wolf Too 
622,97.0,Minnie Driver,Action|Crime|Drama|Thriller,Morgan Freeman,Randy Quaid,dam|flood|money|police|sheriff,70000000.0,0,Mikael Salomon,Hard Rain 
2669,95.0,Danny Pino,Adventure|Drama|Family,Alison Lohman,Tim McGraw,father son relationship|horse|horse ranch|ranch|wild mustang,15000000.0,0,Michael Mayer,Flicka 
1210,102.0,Nadine Velazquez,Action|Comedy,Olivia Munn,Bruce McGill,computer hacker|crime boss|detective|drugs|wedding,40000000.0,0,Tim Story,Ride Along 2 
3097,96.0,Shawnee Smith,Horror|Mystery,Costas Mandylor,Angus Macfadyen,detective|fbi|rape|rapist|serial rapist,10000000.0,0,Darren Lynn Bousman,Saw IV 
792,85.0,Adriano Giannini,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Brad Pitt,Timothy West,book|framed|goddess|prince|sinbad,60000000.0,1,Patrick Gilmore,Sinbad: Legend of the Seven Seas 
2346,102.0,Sammo Kam-Bo Hung,Action|Drama|History|War,Andy Lau,Andy On,art of war|china|civil war|female warrior|musician,25000000.0,0,Daniel Lee,Three Kingdoms: Resurrection of the Dragon 
4804,101.0,Andrew Daly,Comedy|Romance,Treat Williams,Michelle Krusiec,casino|father son relationship|jackpot|judge|wedding,35000000.0,0,Tom Vaughan,What Happens in Vegas 
874,118.0,Terence Bernie Hines,Comedy,Matt Damon,Seymour Cassel,actor|conjoined twins|cook|internet|short order cook,55000000.0,0,Bobby Farrelly,Stuck on You 
745,91.0,Alan Ruck,Sci-Fi|Thriller,Zooey Deschanel,Kristen Connolly,bee|nature|park|school|teacher,48000000.0,0,M. Night Shyamalan,The Happening 
2459,60.0,Dylan Walsh,Drama|Mystery,Poppy Montgomery,Dallas Roberts,hyperthymesia|new york city|police,,1,,Unforgettable             
3633,97.0,Bryan Dick,Drama,Samantha Morton,Paul Popplewell,breasts|cleavage|female rear nudity|girl in panties|public nudity,,1,Lynne Ramsay,Morvern Callar 
1469,106.0,Benjamin J. Cain Jr.,Action|Mystery|Thriller,Ken Arnold,Richard Cetrone,assassin|high school|on the run|teenager|website,35000000.0,0,John Singleton,Abduction 
3128,114.0,William Smith,Crime|Drama,Tom Cruise,Tom Waits,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,10000000.0,1,Francis Ford Coppola,The Outsiders 
476,129.0,Dorian Missick,Drama|Mystery|Sci-Fi|Thriller,Denzel Washington,Jose Pablo Cantillo,brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier,80000000.0,0,Jonathan Demme,The Manchurian Candidate 
985,98.0,Thomas Kretschmann,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Mike Epps,cover up|monster|strong female character|strong female lead|zombie apocalypse,45000000.0,0,Alexander Witt,Resident Evil: Apocalypse 
82,97.0,Sharlto Copley,Action|Adventure|Family|Fantasy|Romance,Angelina Jolie Pitt,Sam Riley,curse|dark fantasy|fairy|king|kingdom,180000000.0,1,Robert Stromberg,Maleficent 
2399,110.0,Lea Thompson,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,Quinton Aaron,bible quote|chaos|faith|riot|shrine,16000000.0,0,Vic Armstrong,Left Behind 
778,116.0,LeVar Burton,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,Jonathan Frakes,earth|federation|romulan|slave|space,60000000.0,0,Stuart Baird,Star Trek: Nemesis 
4977,100.0,Amanda Kearsan,Comedy|Documentary|Drama,Chemeeka Walker,Amelia Giancarlo,experiment|fast food|food industry|meal|overeating,65000.0,1,Morgan Spurlock,Super Size Me 
4360,118.0,Ana Claudia Talancón,Drama|Romance,Damián Alcázar,Pedro Armendáriz Jr.,church|love|mexico|politics|priest,1800000.0,1,Carlos Carrera,El crimen del padre Amaro 
76,176.0,Rick Aviles,Action|Adventure|Sci-Fi|Thriller,Jeanne Tripplehorn,Zakes Mokae,future|sail|sea|smoker|water,175000000.0,0,Kevin Reynolds,Waterworld 
1074,98.0,Luke Grimes,Action|Crime|Thriller,Liam Neeson,D.B. Sweeney,albanian|revenge|revenge motive|teenage daughter|vacation,45000000.0,0,Olivier Megaton,Taken 2 
1131,74.0,Janeane Garofalo,Comedy|Crime|Thriller,Zooey Deschanel,Omar Epps,airport|fbi agent|person in a car trunk|suitcase|suitcase bomb,40000000.0,0,Barry Sonnenfeld,Big Trouble 
127,112.0,Natalie Portman,Action|Adventure|Fantasy,Chris Hemsworth,Anthony Hopkins,arrest|portal|thor|warrior|weapon,170000000.0,1,Alan Taylor,Thor: The Dark World 
4318,119.0,Kenneth Nkosi,Action|Crime|Drama,Rapulana Seiphemo,Robert Hobbs,carjacking|drug lord|johannesburg south africa|police|post apartheid,2000000.0,1,Ralph Ziman,Gangster's Paradise: Jerusalema 
2313,94.0,Darren Shahlavi,Horror|Sci-Fi,Catherine Lough Haggquist,Karin Konoval,artifact|creature|darkness|demon|museum,20000000.0,0,Uwe Boll,Alone in the Dark 
4643,91.0,David Gallagher,Drama|Thriller,Katy Mixon,Edie Falco,deaf|death|dysfunctional family|godparent|secret,900000.0,0,Jamie Babbit,The Quiet 
1959,115.0,Gillian Jacobs,Drama|Fantasy|Mystery|Thriller,Frank Langella,Celia Weston,alien|library|moral dilemma|nosebleed|supernatural power,16000000.0,0,Richard Kelly,The Box 
4863,78.0,Anne Archer,Drama|Mystery|Thriller,Amir Talai,Nora Dunn,female protagonist|murder|photographer|robbery|shot to death,150000.0,0,Greg Harrison,November 
2236,89.0,Leo Howard,Comedy|Family|Fantasy,Jimmy Bennett,Jake Short,boy|family relationships|rock|twin|two headed person,40000000.0,0,Robert Rodriguez,Shorts 
2727,286.0,Tom Hollander,Drama|History|Thriller,Anna Silk,Alessandro Nivola,cia|mole|revolution|spy|ussr,,1,,The Company             
3397,60.0,Joseph Gilgun,Adventure|Drama|Fantasy|Mystery,Dominic Cooper,Ruth Negga,heaven and hell|preacher|supernatural|vampire|vertigo comics,,1,,Preacher             
